1804N,"Operation & Maintenance, Navy",NAVY,02,Mobilization,2C,Mobilization Preparation,350,2C1H,Expeditionary Health Services Systems,Y,"95,720","-55,516","40,204","8,904","1,406",0,"10,310","-1,406","8,904","104,624","-55,516","49,108",U
1804N,"Operation & Maintenance, Navy",NAVY,02,Mobilization,2C,Mobilization Preparation,360,2C2H,Industrial Readiness,Y,"2,109",0,"2,109",0,0,0,0,0,0,"2,109",0,"2,109",U
1804N,"Operation & Maintenance, Navy",NAVY,02,Mobilization,2C,Mobilization Preparation,370,2C3H,Coast Guard Support,Y,"21,114",0,"21,114","162,692",0,0,"162,692",0,"162,692","183,806",0,"183,806",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3A,Accession Training,380,3A1J,Officer Acquisition,Y,"143,815",-319,"143,496",0,0,0,0,0,0,"143,815",-319,"143,496",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3A,Accession Training,390,3A2J,Recruit Training,Y,"8,519",15,"8,534",0,0,0,0,0,0,"8,519",15,"8,534",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3A,Accession Training,400,3A3J,Reserve Officers Training Corps,Y,"143,445",-87,"143,358",0,0,0,0,0,0,"143,445",-87,"143,358",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3B,Basic Skill and Advanced Training,410,3B1K,Specialized Skill Training,Y,"699,214",-801,"698,413","43,365",0,0,"43,365",0,"43,365","742,579",-801,"741,778",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3B,Basic Skill and Advanced Training,420,3B2K,Flight Training,Y,"5,310",9,"5,319",0,0,0,0,0,0,"5,310",9,"5,319",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3B,Basic Skill and Advanced Training,430,3B3K,Professional Development Education,Y,"172,852",-278,"172,574",0,0,0,0,0,0,"172,852",-278,"172,574",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3B,Basic Skill and Advanced Training,440,3B4K,Training Support,Y,"222,728",-180,"222,548",0,0,0,0,0,0,"222,728",-180,"222,548",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3C,Recruiting and Other Training & Education,450,3C1L,Recruiting and Advertising,Y,"225,647",-306,"225,341",0,0,0,0,0,0,"225,647",-306,"225,341",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3C,Recruiting and Other Training & Education,460,3C3L,Off-Duty and Voluntary Education,Y,"130,569",-73,"130,496",0,0,0,0,0,0,"130,569",-73,"130,496",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3C,Recruiting and Other Training & Education,470,3C4L,Civilian Education and Training,Y,"73,730",-426,"73,304",0,0,0,0,0,0,"73,730",-426,"73,304",U
1804N,"Operation & Maintenance, Navy",NAVY,03,Training and Recruiting,3C,Recruiting and Other Training & Education,480,3C5L,Junior ROTC,Y,"50,400",8,"50,408",0,0,0,0,0,0,"50,400",8,"50,408",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,490,4A1M,Administration,Y,"917,453","23,746","941,199","3,764",0,0,"3,764",0,"3,764","921,217","23,746","944,963",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,500,4A2M,External Relations,Y,"14,570",16,"14,586",515,0,0,515,0,515,"15,085",16,"15,101",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,510,4A3M,Civilian Manpower and Personnel Management,Y,"124,070",-768,"123,302",0,0,0,0,0,0,"124,070",-768,"123,302",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,520,4A4M,Military Manpower and Personnel Management,Y,"369,767","-1,137","368,630","5,409",0,0,"5,409",0,"5,409","375,176","-1,137","374,039",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,530,4A5M,Other Personnel Support,Y,"285,927",-287,"285,640","1,578",0,0,"1,578",0,"1,578","287,505",-287,"287,218",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,540,4A6M,Servicewide Communications,Y,"319,908",45,"319,953","25,617",0,0,"25,617",0,"25,617","345,525",45,"345,570",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4B,Logistics Operations and Technical Support,550,4B1N,Servicewide Transportation,Y,"171,659",0,"171,659","126,700",0,0,"126,700",0,"126,700","298,359",0,"298,359",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4B,Logistics Operations and Technical Support,560,4B2N,"Planning, Engineering, and Program Support",Y,"270,863",279,"271,142",0,0,0,0,0,0,"270,863",279,"271,142",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4B,Logistics Operations and Technical Support,570,4B3N,"Acquisition, Logistics, and Oversight",Y,"1,112,766","-1,267","1,111,499","9,261",0,0,"9,261",0,"9,261","1,122,027","-1,267","1,120,760",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4B,Logistics Operations and Technical Support,580,4B5N,"Hull, Mechanical and Electrical Support",Y,"49,078",0,"49,078",0,0,0,0,0,0,"49,078",0,"49,078",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4B,Logistics Operations and Technical Support,590,4B6N,Combat/Weapons Systems,Y,"24,989",11,"25,000",0,0,0,0,0,0,"24,989",11,"25,000",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4B,Logistics Operations and Technical Support,600,4B7N,Space and Electronic Warfare Systems,Y,"72,966",-31,"72,935",0,0,0,0,0,0,"72,966",-31,"72,935",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4C,Investigations and Security Programs,610,4C1P,Investigative and Security Services,Y,"595,711","15,832","611,543","1,501",0,0,"1,501",0,"1,501","597,212","15,832","613,044",U
1804N,"Operation & Maintenance, Navy",NAVY,04,Admin & Srvwd Activities,4D,Support of Other Nations,660,4D1Q,International Headquarters and Agencies,Y,"4,809",0,"4,809",0,0,0,0,0,0,"4,809",0,"4,809",U
1804N,"Operation & Maintenance, Navy",,04,Admin & Srvwd Activities,,,,9999,Classified Programs,Y,"517,440","15,898","533,338","15,780",500,"6,050","22,330",-500,"21,830","533,220","21,948","555,168",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,01,Operating Forces,1A,Expeditionary Forces,010,1A1A,Operational Forces,Y,"674,613","108,296","782,909","703,489","168,446","2,500","874,435","-180,546","693,889","1,366,002","110,796","1,476,798",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,01,Operating Forces,1A,Expeditionary Forces,020,1A2A,Field Logistics,Y,"947,424","35,442","982,866","266,094",0,0,"266,094",0,"266,094","1,213,518","35,442","1,248,960",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,01,Operating Forces,1A,Expeditionary Forces,030,1A3A,Depot Maintenance,Y,"206,783",0,"206,783","147,000",0,0,"147,000",0,"147,000","353,783",0,"353,783",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,01,Operating Forces,1B,USMC Prepositioning,040,1B1B,Maritime Prepositioning,Y,"85,276",24,"85,300",0,0,0,0,0,0,"85,276",24,"85,300",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,01,Operating Forces,BS,Base Support,050,BSM1,"Sustainment, Restoration & Modernization",Y,"632,673","143,928","776,601",0,0,0,0,0,0,"632,673","143,928","776,601",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,01,Operating Forces,BS,Base Support,060,BSS1,Base Operating Support,Y,"2,136,626","84,595","2,221,221","18,576",0,0,"18,576",0,"18,576","2,155,202","84,595","2,239,797",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3A,Accession Training,070,3A1C,Recruit Training,Y,"15,946","1,238","17,184",0,0,0,0,0,0,"15,946","1,238","17,184",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3A,Accession Training,080,3A2C,Officer Acquisition,Y,935,1,936,0,0,0,0,0,0,935,1,936,U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3B,Basic Skill and Advanced Training,090,3B1D,Specialized Skill Training,Y,"99,305","1,702","101,007",0,0,0,0,0,0,"99,305","1,702","101,007",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3B,Basic Skill and Advanced Training,100,3B3D,Professional Development Education,Y,"45,495",71,"45,566",0,0,0,0,0,0,"45,495",71,"45,566",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3B,Basic Skill and Advanced Training,110,3B4D,Training Support,Y,"369,979",201,"370,180","31,750",0,0,"31,750",0,"31,750","401,729",201,"401,930",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3C,Recruiting and Other Training & Education,120,3C1F,Recruiting and Advertising,Y,"165,566","36,138","201,704",0,0,0,0,0,0,"165,566","36,138","201,704",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3C,Recruiting and Other Training & Education,130,3C2F,Off-Duty and Voluntary Education,Y,"35,133",11,"35,144",0,0,0,0,0,0,"35,133",11,"35,144",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,03,Training and Recruiting,3C,Recruiting and Other Training & Education,140,3C3F,Junior ROTC,Y,"23,622",8,"23,630",0,0,0,0,0,0,"23,622",8,"23,630",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,150,4A3G,Servicewide Transportation,Y,"34,534",0,"34,534","73,800",0,0,"73,800",0,"73,800","108,334",0,"108,334",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,160,4A4G,Administration,Y,"355,932","38,409","394,341",0,0,0,0,0,0,"355,932","38,409","394,341",U
1106N,"Operation & Maintenance, Marine Corps",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,180,4B3N,Acquisition and Program Management,Y,"76,896",215,"77,111",0,0,0,0,0,0,"76,896",215,"77,111",U
1106N,"Operation & Maintenance, Marine Corps",,04,Admin & Srvwd Activities,,,,9999,Classified Programs,Y,"47,520","1,423","48,943","3,650",0,"2,034","5,684",0,"5,684","51,170","3,457","54,627",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,01,Air Operations,010,1A1A,Mission and Other Flight Operations,Y,"526,190",0,"526,190",0,0,0,0,0,0,"526,190",0,"526,190",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,01,Air Operations,020,1A3A,Intermediate Maintenance,Y,"6,714",0,"6,714",0,0,0,0,0,0,"6,714",0,"6,714",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,01,Air Operations,030,1A5A,Aircraft Depot Maintenance,Y,"86,209","5,208","91,417","16,500",0,0,"16,500",0,"16,500","102,709","5,208","107,917",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,01,Air Operations,040,1A6A,Aircraft Depot Operations Support,Y,389,0,389,0,0,0,0,0,0,389,0,389,U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,01,Air Operations,050,1A9A,Aviation Logistics,Y,"10,189",0,"10,189","2,522",0,0,"2,522",0,"2,522","12,711",0,"12,711",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,02,Ship Operations,060,1B2B,Ship Operations Support & Training,Y,560,0,560,0,0,0,0,0,0,560,0,560,U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,1C,Combat Operations/Support,070,1C1C,Combat Communications,Y,"13,173",0,"13,173",0,0,0,0,0,0,"13,173",0,"13,173",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,1C,Combat Operations/Support,080,1C6C,Combat Support Forces,Y,"109,053",0,"109,053","7,243",0,0,"7,243",0,"7,243","116,296",0,"116,296",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,BS,Base Support,090,BSIT,Enterprise Information,Y,"27,226",0,"27,226",0,0,0,0,0,0,"27,226",0,"27,226",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,BS,Base Support,100,BSMR,"Sustainment, Restoration and Modernization",Y,"27,571",0,"27,571",0,0,0,0,0,0,"27,571",0,"27,571",U
1806N,"Operation & Maintenance, Navy Res",NAVY,01,Operating Forces,BS,Base Support,110,BSSR,Base Operating Support,Y,"99,166",0,"99,166",0,0,0,0,0,0,"99,166",0,"99,166",U
1806N,"Operation & Maintenance, Navy Res",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,120,4A1M,Administration,Y,"1,351",0,"1,351",0,0,0,0,0,0,"1,351",0,"1,351",U
1806N,"Operation & Maintenance, Navy Res",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,130,4A4M,Military Manpower and Personnel Management,Y,"13,251",0,"13,251",0,0,0,0,0,0,"13,251",0,"13,251",U
1806N,"Operation & Maintenance, Navy Res",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,140,4A6M,Servicewide Communications,Y,"3,445",0,"3,445",0,0,0,0,0,0,"3,445",0,"3,445",U
1806N,"Operation & Maintenance, Navy Res",NAVY,04,Admin & Srvwd Activities,4B,Logistics Operations and Technical Support,150,4B3N,Acquisition and Program Management,Y,"3,169",0,"3,169",0,0,0,0,0,0,"3,169",0,"3,169",U
1107N,"Operation & Maintenance, MC Reserve",NAVY,01,Operating Forces,1A,Expeditionary Forces,010,1A1A,Operating Forces,Y,"94,154",11,"94,165","2,500",0,0,"2,500",0,"2,500","96,654",11,"96,665",U
1107N,"Operation & Maintenance, MC Reserve",NAVY,01,Operating Forces,1A,Expeditionary Forces,020,1A3A,Depot Maintenance,Y,"18,594",0,"18,594",0,0,0,0,0,0,"18,594",0,"18,594",U
1107N,"Operation & Maintenance, MC Reserve",NAVY,01,Operating Forces,BS,Base Support,030,BSM1,"Sustainment, Restoration and Modernization",Y,"25,470",0,"25,470",0,0,0,0,0,0,"25,470",0,"25,470",U
1107N,"Operation & Maintenance, MC Reserve",NAVY,01,Operating Forces,BS,Base Support,040,BSS1,Base Operating Support,Y,"111,550",49,"111,599",804,0,0,804,0,804,"112,354",49,"112,403",U
1107N,"Operation & Maintenance, MC Reserve",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,050,4A3G,Servicewide Transportation,Y,902,0,902,0,0,0,0,0,0,902,0,902,U
1107N,"Operation & Maintenance, MC Reserve",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,060,4A4G,Administration,Y,"11,130",17,"11,147",0,0,0,0,0,0,"11,130",17,"11,147",U
1107N,"Operation & Maintenance, MC Reserve",NAVY,04,Admin & Srvwd Activities,4A,Servicewide Support,070,4A6G,Recruiting and Advertising,Y,"8,833",0,"8,833",0,0,0,0,0,0,"8,833",0,"8,833",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1F,Air Operations,010,011A,Primary Combat Forces,Y,"3,294,124","97,180","3,391,304","1,339,461","512,698","228,989","2,081,148","-558,248","1,522,900","4,588,035","326,169","4,914,204",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1F,Air Operations,020,011C,Combat Enhancement Forces,Y,"1,682,045","7,000","1,689,045","1,096,021","31,298","5,500","1,132,819","-31,298","1,101,521","2,778,066","12,500","2,790,566",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1F,Air Operations,030,011D,"Air Operations Training (OJT, Maintain Skills)",Y,"1,730,757","91,298","1,822,055","152,278",0,0,"152,278",0,"152,278","1,883,035","91,298","1,974,333",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1F,Air Operations,040,011M,Depot Purchase Equipment Maintenance,Y,"7,042,988","64,000","7,106,988","1,185,506",0,"203,411","1,388,917",0,"1,388,917","8,228,494","267,411","8,495,905",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1F,Air Operations,050,011R,"Facilities Sustainment, Restoration & Modernization",Y,"1,657,019","446,400","2,103,419","56,700",0,400,"57,100",0,"57,100","1,713,719","446,800","2,160,519",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1F,Air Operations,060,011Z,Base Support,Y,"2,787,216","593,744","3,380,960","941,714",0,0,"941,714",0,"941,714","3,728,930","593,744","4,322,674",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1G,Combat Related Operations,070,012A,Global C3I and Early Warning,Y,"887,831","26,800","914,631","30,219",0,0,"30,219",0,"30,219","918,050","26,800","944,850",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1G,Combat Related Operations,080,012C,Other Combat Ops Spt Programs,Y,"1,070,178","70,635","1,140,813","207,696","6,000","16,800","230,496","-6,000","224,496","1,277,874","87,435","1,365,309",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1H,Space Operations,100,013A,Launch Facilities,Y,"208,582","11,700","220,282",869,0,0,869,0,869,"209,451","11,700","221,151",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,1H,Space Operations,110,013C,Space Control Systems,Y,"362,250",0,"362,250","5,008",0,0,"5,008",0,"5,008","367,258",0,"367,258",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,20,COCOM,120,015A,Combatant Commanders Direct Mission Support,Y,"907,245","71,500","978,745","100,081",0,"36,200","136,281",0,"136,281","1,007,326","107,700","1,115,026",U
3400F,"Operation & Maintenance, Air Force",AF,01,Operating Forces,20,COCOM,130,015B,Combatant Commanders Core Operations,Y,"199,171",0,"199,171",0,0,0,0,0,0,"199,171",0,"199,171",U
3400F,"Operation & Maintenance, Air Force",,01,Operating Forces,,,,9999,Classified Programs,Y,"930,757",0,"930,757","79,893",0,0,"79,893",0,"79,893","1,010,650",0,"1,010,650",U
3400F,"Operation & Maintenance, Air Force",AF,02,Mobilization,21,Mobility Operations,140,021A,Airlift Operations,Y,"1,703,059","32,000","1,735,059","2,774,729","-168,000","-228,989","2,377,740","168,000","2,545,740","4,477,788","-196,989","4,280,799",U
3400F,"Operation & Maintenance, Air Force",AF,02,Mobilization,21,Mobility Operations,150,021D,Mobilization Preparedness,Y,"138,899",0,"138,899","108,163",0,0,"108,163",0,"108,163","247,062",0,"247,062",U
3400F,"Operation & Maintenance, Air Force",AF,02,Mobilization,21,Mobility Operations,160,021M,Depot Maintenance,Y,"1,553,439","60,400","1,613,839","891,102",0,"-196,011","695,091",0,"695,091","2,444,541","-135,611","2,308,930",U
3400F,"Operation & Maintenance, Air Force",AF,02,Mobilization,21,Mobility Operations,170,021R,"Facilities Sustainment, Restoration & Modernization",Y,"258,328",0,"258,328",0,0,0,0,0,0,"258,328",0,"258,328",U
3400F,"Operation & Maintenance, Air Force",AF,02,Mobilization,21,Mobility Operations,180,021Z,Base Support,Y,"722,756","148,370","871,126","3,686",0,0,"3,686",0,"3,686","726,442","148,370","874,812",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,31,Accession Training,190,031A,Officer Acquisition,Y,"120,886",0,"120,886",0,0,0,0,0,0,"120,886",0,"120,886",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,31,Accession Training,200,031B,Recruit Training,Y,"23,782","5,720","29,502",0,0,0,0,0,0,"23,782","5,720","29,502",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,31,Accession Training,210,031D,Reserve Officers Training Corps (ROTC),Y,"77,692",0,"77,692",0,0,0,0,0,0,"77,692",0,"77,692",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,31,Accession Training,220,031R,"Facilities Sustainment, Restoration & Modernization",Y,"236,254",0,"236,254",0,0,0,0,0,0,"236,254",0,"236,254",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,31,Accession Training,230,031Z,Base Support,Y,"819,915","4,200","824,115","52,740",0,"-15,760","36,980",0,"36,980","872,655","-11,560","861,095",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,32,Basic Skill and Advanced Training,240,032A,Specialized Skill Training,Y,"387,446",0,"387,446","4,500",0,0,"4,500",0,"4,500","391,946",0,"391,946",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,32,Basic Skill and Advanced Training,250,032B,Flight Training,Y,"725,134","17,900","743,034",0,0,0,0,0,0,"725,134","17,900","743,034",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,32,Basic Skill and Advanced Training,260,032C,Professional Development Education,Y,"264,213",0,"264,213",0,0,0,0,0,0,"264,213",0,"264,213",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,32,Basic Skill and Advanced Training,270,032D,Training Support,Y,"86,681","11,484","98,165",0,0,0,0,0,0,"86,681","11,484","98,165",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,32,Basic Skill and Advanced Training,280,032M,Depot Maintenance,Y,"305,004",0,"305,004",0,0,0,0,0,0,"305,004",0,"305,004",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,33,"Recruiting, and Other Training & Education",290,033A,Recruiting and Advertising,Y,"104,754","65,703","170,457",0,0,0,0,0,0,"104,754","65,703","170,457",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,33,"Recruiting, and Other Training & Education",300,033B,Examining,Y,"3,944",0,"3,944",0,0,0,0,0,0,"3,944",0,"3,944",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,33,"Recruiting, and Other Training & Education",310,033C,Off-Duty and Voluntary Education,Y,"184,841",0,"184,841",0,0,0,0,0,0,"184,841",0,"184,841",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,33,"Recruiting, and Other Training & Education",320,033D,Civilian Education and Training,Y,"173,583",0,"173,583",0,0,0,0,0,0,"173,583",0,"173,583",U
3400F,"Operation & Maintenance, Air Force",AF,03,Training and Recruiting,33,"Recruiting, and Other Training & Education",330,033E,Junior ROTC,Y,"58,877",0,"58,877",0,0,0,0,0,0,"58,877",0,"58,877",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,42,Logistics Operations,340,041A,Logistics Operations,Y,"1,107,846","29,000","1,136,846","86,716",0,"15,760","102,476",0,"102,476","1,194,562","44,760","1,239,322",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,42,Logistics Operations,350,041B,Technical Support Activities,Y,"924,185",0,"924,185",0,0,"8,500","8,500",0,"8,500","924,185","8,500","932,685",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,42,Logistics Operations,360,041M,Depot Maintenance,Y,"48,778",0,"48,778",0,0,0,0,0,0,"48,778",0,"48,778",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,42,Logistics Operations,370,041R,"Facilities Sustainment, Restoration & Modernization",Y,"321,013",0,"321,013",0,0,0,0,0,0,"321,013",0,"321,013",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,42,Logistics Operations,380,041Z,Base Support,Y,"1,115,910","169,213","1,285,123","59,133",0,0,"59,133",0,"59,133","1,175,043","169,213","1,344,256",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,50,Servicewide Activities,390,042A,Administration,Y,"811,650",0,"811,650",0,0,0,0,0,0,"811,650",0,"811,650",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,50,Servicewide Activities,400,042B,Servicewide Communications,Y,"269,809","155,060","424,869","165,348",0,"15,275","180,623",0,"180,623","435,157","170,335","605,492",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,50,Servicewide Activities,410,042G,Other Servicewide Activities,Y,"961,304","14,972","976,276","141,883",0,0,"141,883",0,"141,883","1,103,187","14,972","1,118,159",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,50,Servicewide Activities,420,042I,Civil Air Patrol,Y,"25,735",0,"25,735",0,0,0,0,0,0,"25,735",0,"25,735",U
3400F,"Operation & Maintenance, Air Force",AF,04,Admin & Srvwd Activities,52,Support to Other Nations,440,044A,International Support,Y,"90,573",0,"90,573",61,0,0,61,0,61,"90,634",0,"90,634",U
3400F,"Operation & Maintenance, Air Force",,04,Admin & Srvwd Activities,,,,9999,Classified Programs,Y,"1,131,603","73,045","1,204,648","15,323",500,"3,200","19,023",-500,"18,523","1,146,926","76,245","1,223,171",U
3740F,"Operation & Maintenance, AF Reserve",AF,01,Operating Forces,1F,Air Operations,010,011A,Primary Combat Forces,Y,"1,707,882",0,"1,707,882",0,0,0,0,0,0,"1,707,882",0,"1,707,882",U
3740F,"Operation & Maintenance, AF Reserve",AF,01,Operating Forces,1F,Air Operations,020,011G,Mission Support Operations,Y,"230,016",0,"230,016",0,0,0,0,0,0,"230,016",0,"230,016",U
3740F,"Operation & Maintenance, AF Reserve",AF,01,Operating Forces,1F,Air Operations,030,011M,Depot Purchase Equipment Maintenance,Y,"541,743","51,100","592,843","51,086",0,0,"51,086",0,"51,086","592,829","51,100","643,929",U
3740F,"Operation & Maintenance, AF Reserve",AF,01,Operating Forces,1F,Air Operations,040,011R,"Facilities Sustainment, Restoration & Modernization",Y,"113,470","81,799","195,269",0,0,0,0,0,0,"113,470","81,799","195,269",U
3740F,"Operation & Maintenance, AF Reserve",AF,01,Operating Forces,1F,Air Operations,050,011Z,Base Support,Y,"384,832","12,000","396,832","6,500",0,0,"6,500",0,"6,500","391,332","12,000","403,332",U
3740F,"Operation & Maintenance, AF Reserve",AF,04,Administration And Servicewide Activities,53,Servicewide Activities,060,042A,Administration,Y,"54,939",0,"54,939",0,0,0,0,0,0,"54,939",0,"54,939",U
3740F,"Operation & Maintenance, AF Reserve",AF,04,Administration And Servicewide Activities,53,Servicewide Activities,070,042J,Recruiting and Advertising,Y,"14,754",0,"14,754",0,0,0,0,0,0,"14,754",0,"14,754",U
3740F,"Operation & Maintenance, AF Reserve",AF,04,Administration And Servicewide Activities,53,Servicewide Activities,080,042K,Military Manpower and Pers Mgmt (ARPC),Y,"12,707",0,"12,707",0,0,0,0,0,0,"12,707",0,"12,707",U
3740F,"Operation & Maintenance, AF Reserve",AF,04,Administration And Servicewide Activities,53,Servicewide Activities,090,042L,Other Pers Support (Disability Comp),Y,"7,210",0,"7,210",0,0,0,0,0,0,"7,210",0,"7,210",U
3740F,"Operation & Maintenance, AF Reserve",AF,04,Administration And Servicewide Activities,53,Servicewide Activities,100,042M,Audiovisual,Y,376,0,376,0,0,0,0,0,0,376,0,376,U
3840F,"Operation & Maintenance, ANG",AF,01,Operating Forces,01,Air Operations,010,011F,Aircraft Operations,Y,"3,282,238","4,435","3,286,673",0,0,0,0,0,0,"3,282,238","4,435","3,286,673",U
3840F,"Operation & Maintenance, ANG",AF,01,Operating Forces,01,Air Operations,020,011G,Mission Support Operations,Y,"723,062","2,842","725,904","3,400",0,0,"3,400",0,"3,400","726,462","2,842","729,304",U
3840F,"Operation & Maintenance, ANG",AF,01,Operating Forces,01,Air Operations,030,011M,Depot Purchase Equipment Maintenance,Y,"1,824,329","40,000","1,864,329",0,0,0,0,0,0,"1,824,329","40,000","1,864,329",U
3840F,"Operation & Maintenance, ANG",AF,01,Operating Forces,01,Air Operations,040,011R,"Facilities Sustainment, Restoration & Modernization",Y,"245,840",0,"245,840",0,0,0,0,0,0,"245,840",0,"245,840",U
