2040A,"Research, Development, Test & Eval, Army",ARMY,05,System Development & Demonstration,123 ,0605457A,Army Integrated Air and Missile Defense (AIAMD),Y,"252,811","20,000","272,811",0,0,0,0,0,0,"252,811","20,000","272,811",U
2040A,"Research, Development, Test & Eval, Army",ARMY,05,System Development & Demonstration,124 ,0605766A,National Capabilities Integration (MIP),Y,"4,955",0,"4,955",0,0,0,0,0,0,"4,955",0,"4,955",U
2040A,"Research, Development, Test & Eval, Army",ARMY,05,System Development & Demonstration,125 ,0605812A,Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Ph,Y,"11,530",0,"11,530",0,0,0,0,0,0,"11,530",0,"11,530",U
2040A,"Research, Development, Test & Eval, Army",ARMY,05,System Development & Demonstration,126 ,0605830A,Aviation Ground Support Equipment,Y,"2,142",0,"2,142",0,0,0,0,0,0,"2,142",0,"2,142",U
2040A,"Research, Development, Test & Eval, Army",ARMY,05,System Development & Demonstration,127 ,0210609A,Paladin Integrated Management (PIM),Y,"41,498",0,"41,498",0,0,0,0,0,0,"41,498",0,"41,498",U
2040A,"Research, Development, Test & Eval, Army",ARMY,05,System Development & Demonstration,128 ,0303032A,TROJAN - RH12,Y,"4,273",0,"4,273",0,0,0,0,0,0,"4,273",0,"4,273",U
2040A,"Research, Development, Test & Eval, Army",ARMY,05,System Development & Demonstration,129 ,0304270A,Electronic Warfare Development,Y,"14,425","4,000","18,425",0,0,0,0,0,0,"14,425","4,000","18,425",U
2040A,"Research, Development, Test & Eval, Army",ARMY,06,RDT&E Management Support,130 ,0604256A,Threat Simulator Development,Y,"25,675",0,"25,675",0,0,0,0,0,0,"25,675",0,"25,675",U
2040A,"Research, Development, Test & Eval, Army",ARMY,06,RDT&E Management Support,131 ,0604258A,Target Systems Development,Y,"19,122",0,"19,122",0,0,0,0,0,0,"19,122",0,"19,122",U
2040A,"Research, Development, Test & Eval, Army",ARMY,06,RDT&E Management Support,132 ,0604759A,Major T&E Investment,Y,"84,777",0,"84,777",0,0,0,0,0,0,"84,777",0,"84,777",U
2040A,"Research, Development, Test & Eval, Army",ARMY,06,RDT&E Management Support,133 ,0605103A,Rand Arroyo Center,Y,"20,658",0,"20,658",0,0,0,0,0,0,"20,658",0,"20,658",U
2040A,"Research, Development, Test & Eval, Army",ARMY,06,RDT&E Management Support,134 ,0605301A,Army Kwajalein Atoll,Y,"236,648",0,"236,648",0,0,0,0,0,0,"236,648",0,"236,648",U
2040A,"Research, Development, Test & Eval, Army",ARMY,06,RDT&E Management Support,135 ,0605326A,Concepts Experimentation Program,Y,"25,596",0,"25,596",0,0,0,0,0,0,"25,596",0,"25,596",U
